SOC,Current,Voltage,Power,Energy_kWh,Charge_level
31.69234843,7.440002252,380.6826308,2832.279631,6993.921352,5958.161505
31.69579287,7.440002252,380.6834456,2832.285692,6994.708098,5958.80906
31.69923732,7.440002252,380.6842601,2832.291752,6995.494846,5959.456616
31.70268177,7.440002251,380.6850745,2832.297811,6996.281596,5960.104173
31.70612621,7.440002251,380.6858887,2832.303869,6997.068347,5960.751727
31.70957066,7.440002251,380.6867028,2832.309926,6997.855099,5961.399284
31.7130151,7.440002251,380.6875168,2832.315982,6998.641854,5962.046839
31.71645955,7.440002251,380.6883306,2832.322036,6999.42861,5962.694395
31.71990399,7.440002251,380.6891442,2832.32809,7000.215368,5963.34195
31.72334844,7.440002251,380.6899577,2832.334142,7001.002127,5963.989507
31.72679288,7.440002251,380.690771,2832.340193,7001.788888,5964.637061
31.73023733,7.440002251,380.6915841,2832.346243,7002.575651,5965.284618
31.73368178,7.440002251,380.6923971,2832.352292,7003.362416,5965.932175
31.73712622,7.440002251,380.69321,2832.358339,7004.149182,5966.579729
31.74057067,7.440002251,380.6940227,2832.364386,7004.93595,5967.227286
31.74401511,7.440002251,380.6948353,2832.370431,7005.722719,5967.874841
31.74745956,7.44000225,380.6956476,2832.376475,7006.509491,5968.522397
31.750904,7.44000225,380.6964599,2832.382518,7007.296264,5969.169952
31.75434845,7.44000225,380.697272,2832.38856,7008.083038,5969.817509
31.75779289,7.44000225,380.6980839,2832.394601,7008.869814,5970.465063
31.76123734,7.44000225,380.6988957,2832.400641,7009.656592,5971.11262
31.76468178,7.44000225,380.6997073,2832.406679,7010.443372,5971.760175
31.76812623,7.44000225,380.7005188,2832.412716,7011.230153,5972.407731
31.77157068,7.44000225,380.7013301,2832.418752,7012.016936,5973.055288
