timestamps,EngineSpeed
2020-01-13 14:58:17.214699984+01:00,602.125
2020-01-13 14:58:17.223299980+01:00,602.3410804065078
2020-01-13 14:58:17.224649906+01:00,602.375
2020-01-13 14:58:17.234750032+01:00,603.0
2020-01-13 14:58:17.245150089+01:00,603.625
2020-01-13 14:58:17.254699944+01:00,603.875
2020-01-13 14:58:17.265000105+01:00,603.625
2020-01-13 14:58:17.274699926+01:00,603.0
2020-01-13 14:58:17.284650087+01:00,602.875
2020-01-13 14:58:17.295500040+01:00,602.5
2020-01-13 14:58:17.304800034+01:00,603.0
2020-01-13 14:58:17.314699888+01:00,603.375
2020-01-13 14:58:17.323250055+01:00,603.375
2020-01-13 14:58:17.324700117+01:00,603.375
2020-01-13 14:58:17.334850073+01:00,602.5
2020-01-13 14:58:17.344799995+01:00,602.125
2020-01-13 14:58:17.354700089+01:00,601.875
2020-01-13 14:58:17.364949942+01:00,601.875
2020-01-13 14:58:17.374749899+01:00,602.125
2020-01-13 14:58:17.384599924+01:00,602.875
2020-01-13 14:58:17.395499945+01:00,603.0
2020-01-13 14:58:17.404750109+01:00,602.875
