sampno,vehno,travel_date
2307504,3,2012-07-21
2307881,1,2012-09-14
2307881,1,2012-09-15
2307881,1,2012-09-16
2307881,1,2012-09-17
2307881,1,2012-09-18
2307881,1,2012-09-19
2307881,1,2012-09-20
2307881,2,2012-09-14
2307881,2,2012-09-15
2307881,2,2012-09-16
2307881,2,2012-09-17
2307881,2,2012-09-18
2307881,2,2012-09-19
2307881,2,2012-09-20
2307890,1,2012-07-19
2307890,1,2012-07-21
2307890,2,2012-07-21
2310311,1,2012-07-27
2310311,1,2012-07-28
2310311,1,2012-07-29
2310311,1,2012-07-30
2310311,1,2012-07-31
2310311,1,2012-08-01
2310311,2,2012-07-27
2310311,2,2012-07-28
2310311,2,2012-07-29
2310311,2,2012-07-30
2310311,2,2012-07-31
2310311,2,2012-08-01
2310311,2,2012-08-02
2310316,2,2012-09-19
2310452,1,2012-09-13
2310452,1,2012-09-14
2310452,1,2012-09-15
2310452,1,2012-09-16
2310452,1,2012-09-17
2310452,1,2012-09-18
2310452,1,2012-09-19
2310501,1,2012-09-11
2310501,1,2012-09-12
2310501,1,2012-09-13
2310501,1,2012-09-14
2310501,1,2012-09-15
2310501,1,2012-09-16
2310501,1,2012-09-17
2310789,1,2012-07-18
2310789,1,2012-07-19
2310789,1,2012-07-20
2310789,1,2012-07-21
2310789,1,2012-07-22
2310789,1,2012-07-23
2310789,1,2012-07-24
2310789,2,2012-07-18
2310789,2,2012-07-19
2310789,2,2012-07-20
2310789,2,2012-07-21
2310789,2,2012-07-22
2310789,2,2012-07-23
2310789,2,2012-07-24
2310789,3,2012-07-18
2310789,3,2012-07-19
2310789,3,2012-07-20
2310789,3,2012-07-22
2310789,3,2012-07-23
2310789,3,2012-07-24
2311280,1,2012-07-09
2311280,1,2012-07-10
2311280,1,2012-07-11
2311280,1,2012-07-12
2311280,1,2012-07-13
2311280,2,2012-07-09
2311280,2,2012-07-10
2311280,2,2012-07-11
2311280,2,2012-07-12
2311280,2,2012-07-13
2311280,2,2012-07-15
2312265,1,2012-10-15
2312265,1,2012-10-16
2312265,1,2012-10-17
2312265,1,2012-10-18
2312406,1,2012-10-01
2312406,1,2012-10-02
2312406,1,2012-10-03
2312406,1,2012-10-04
2312406,1,2012-10-05
2312406,1,2012-10-06
2312406,1,2012-10-07
2312406,2,2012-10-01
2312406,2,2012-10-02
2312406,2,2012-10-03
2312406,2,2012-10-04
2312406,2,2012-10-05
2312406,2,2012-10-06
2312406,3,2012-10-01
2312406,3,2012-10-02
2312406,3,2012-10-03
2312406,3,2012-10-04
2312406,3,2012-10-05
2312406,3,2012-10-06
2312406,3,2012-10-07
2312744,1,2012-07-08
2312744,1,2012-07-09
2312744,1,2012-07-10
2312744,1,2012-07-11
2312744,1,2012-07-12
2312744,1,2012-07-13
2312744,1,2012-07-14
2312744,2,2012-07-08
2312796,1,2013-01-16
2312796,1,2013-01-17
2312796,2,2013-01-16
2312796,2,2013-01-17
2312796,2,2013-01-18
2312796,2,2013-01-19
2312796,2,2013-01-20
2312796,2,2013-01-21
2312959,1,2012-11-02
2312959,1,2012-11-04
2312959,1,2012-11-05
2312959,1,2012-11-06
2312959,1,2012-11-07
2312959,2,2012-11-01
2312959,2,2012-11-02
2312959,2,2012-11-07
2313018,1,2012-11-05
2313018,1,2012-11-06
2313018,1,2012-11-07
2313018,1,2012-11-08
2313018,1,2012-11-09
2313018,1,2012-11-11
2313018,2,2012-11-09
2314875,2,2012-08-18
2314875,2,2012-08-20
2314875,2,2012-08-21
2314875,2,2012-08-22
2314875,2,2012-08-23
2314875,2,2012-08-24
2316221,1,2012-11-07
2316221,1,2012-11-09
2316221,1,2012-11-10
2316221,1,2012-11-11
2316221,2,2012-11-07
2316221,2,2012-11-09
2316221,2,2012-11-10
2316221,2,2012-11-11
2316221,2,2012-11-12
2316221,2,2012-11-13
2316387,2,2012-07-11
2316387,2,2012-07-12
2316387,3,2012-07-07
2316387,3,2012-07-08
2316387,3,2012-07-09
2316387,3,2012-07-10
2316387,3,2012-07-13
2316693,1,2012-12-19
2316693,1,2012-12-20
2316693,1,2012-12-21
2316693,1,2012-12-22
2316693,1,2012-12-23
2316693,1,2012-12-24
2316693,1,2012-12-25
2316693,2,2012-12-19
2316693,2,2012-12-20
2316693,2,2012-12-21
2316693,2,2012-12-22
2316693,2,2012-12-23
2316693,2,2012-12-24
2316693,2,2012-12-25
2316693,3,2012-12-19
2316693,3,2012-12-20
2316693,3,2012-12-21
2316693,3,2012-12-22
2316804,1,2012-09-19
2316804,1,2012-09-20
2316804,1,2012-09-21
2316804,1,2012-09-22
2316804,1,2012-09-23
2316804,1,2012-09-24
2316804,2,2012-09-19
2316804,2,2012-09-20
2316804,2,2012-09-21
2316804,2,2012-09-22
2316804,2,2012-09-23
2316804,2,2012-09-24
2316804,2,2012-09-25
2317277,1,2012-09-13
2317277,1,2012-09-14
2317277,1,2012-09-15
2317277,1,2012-09-16
2317277,1,2012-09-17
2317277,1,2012-09-18
2317277,1,2012-09-19
2317277,2,2012-09-13
2317277,2,2012-09-17
2317277,2,2012-09-18
2317277,2,2012-09-19
2317579,1,2012-06-28
2317579,1,2012-06-29
2317579,1,2012-06-30
2317579,1,2012-07-01
2317579,1,2012-07-02
2317579,1,2012-07-03
2317579,1,2012-07-04
2317579,2,2012-06-28
2317579,2,2012-06-29
2317579,2,2012-06-30
2317579,2,2012-07-03
2317579,2,2012-07-04
2317579,3,2012-06-28
2317579,3,2012-06-29
2317579,3,2012-06-30
2317579,3,2012-07-03
2317960,2,2012-09-15
2317960,2,2012-09-16
2317960,2,2012-09-17
2317960,2,2012-09-18
2317960,2,2012-09-19
2317960,2,2012-09-20
2317960,2,2012-09-21
2317960,3,2012-09-15
2317960,3,2012-09-16
2317960,3,2012-09-17
2317960,3,2012-09-18
2317960,3,2012-09-19
2317960,3,2012-09-20
2317960,3,2012-09-21
2318278,1,2012-08-18
2318278,1,2012-08-20
2318278,1,2012-08-21
2318278,1,2012-08-22
2318278,1,2012-08-23
2318367,1,2012-11-21
2318367,2,2012-11-19
2318367,2,2012-11-20
2318367,2,2012-11-21
2318367,2,2012-11-22
2318457,1,2012-07-03
2318457,1,2012-07-04
2318457,1,2012-07-07
2318457,1,2012-07-08
2318457,1,2012-07-09
2318457,2,2012-07-03
2318457,2,2012-07-04
2318457,2,2012-07-05
2318457,2,2012-07-06
2318457,2,2012-07-09
2321153,1,2012-07-16
2321153,1,2012-07-17
2321153,1,2012-07-18
2321153,1,2012-07-19
2321153,1,2012-07-20
2321153,1,2012-07-22
2323273,1,2012-10-15
2323273,1,2012-10-16
2323273,1,2012-10-17
2323273,1,2012-10-18
2323273,1,2012-10-19
2323273,1,2012-10-20
2323273,1,2012-10-21
2323273,2,2012-10-15
2323273,2,2012-10-16
2323273,2,2012-10-17
2323273,2,2012-10-18
2323273,2,2012-10-19
2323273,2,2012-10-20
2324776,1,2012-10-02
2324776,1,2012-10-03
2324776,1,2012-10-04
2324776,1,2012-10-05
2324776,1,2012-10-06
2324776,1,2012-10-07
2324776,2,2012-10-02
2324776,2,2012-10-04
2324776,2,2012-10-06
2324776,2,2012-10-08
2325206,1,2013-01-21
2325206,1,2013-01-22
2325206,1,2013-01-23
2325206,1,2013-01-24
2325206,1,2013-01-25
2325206,1,2013-01-26
2325206,1,2013-01-27
2325206,2,2013-01-21
2325206,2,2013-01-22
2325206,2,2013-01-23
2325206,2,2013-01-24
2325206,2,2013-01-25
2325206,2,2013-01-27
2325779,1,2012-09-11
2325779,1,2012-09-13
2325779,1,2012-09-14
2325779,1,2012-09-16
2325779,2,2012-09-10
2325779,2,2012-09-13
2325779,2,2012-09-14
2325779,2,2012-09-15
2325779,2,2012-09-16
2325779,3,2012-09-10
2325779,3,2012-09-11
2325779,3,2012-09-12
2325779,3,2012-09-13
2325779,3,2012-09-14
2325779,3,2012-09-15
2325779,3,2012-09-16
2326193,2,2012-06-29
2326193,2,2012-06-30
2326280,1,2012-10-02
2326280,1,2012-10-03
2326280,1,2012-10-04
2326280,1,2012-10-05
2326280,1,2012-10-06
2326280,1,2012-10-07
2326280,1,2012-10-08
2326280,2,2012-10-02
2326280,2,2012-10-03
2326280,2,2012-10-04
2326280,2,2012-10-05
2326280,2,2012-10-06
2326280,2,2012-10-08
2326873,1,2012-08-08
2326873,1,2012-08-09
2326873,1,2012-08-10
2326873,1,2012-08-11
2326873,2,2012-08-08
2326873,2,2012-08-09
2326873,2,2012-08-10
2326873,2,2012-08-11
2326873,2,2012-08-12
2326873,2,2012-08-13
2326873,2,2012-08-14
2326929,1,2012-09-03
2326929,1,2012-09-04
2326929,1,2012-09-05
2326929,1,2012-09-07
2326929,1,2012-09-08
2326929,1,2012-09-09
2326929,2,2012-09-04
2326929,3,2012-09-04
2326929,3,2012-09-05
2326929,3,2012-09-06
2326929,3,2012-09-08
2327315,1,2012-09-02
2327315,1,2012-09-03
2327315,1,2012-09-04
2327315,1,2012-09-05
2327315,1,2012-09-06
2327315,1,2012-09-07
2327315,1,2012-09-08
2327315,2,2012-09-02
2327315,2,2012-09-04
2327315,2,2012-09-05
2327315,2,2012-09-06
2327315,2,2012-09-07
2327315,2,2012-09-08
2327315,3,2012-09-02
2327315,3,2012-09-03
2327315,3,2012-09-04
2327315,3,2012-09-05
2327315,3,2012-09-06
2327315,3,2012-09-07
2327315,3,2012-09-08
2327645,1,2012-08-20
2327645,1,2012-08-21
2327645,1,2012-08-22
2327645,1,2012-08-23
2327645,1,2012-08-24
2327645,1,2012-08-25
2327645,1,2012-08-26
2327834,1,2013-01-24
2327834,1,2013-01-26
2327917,1,2012-10-06
2327917,1,2012-10-07
2327917,1,2012-10-09
2327917,2,2012-10-04
2327917,2,2012-10-05
2327917,2,2012-10-06
2327917,2,2012-10-07
2327917,2,2012-10-08
2327917,2,2012-10-09
2327917,2,2012-10-10
2328079,1,2012-06-28
2328079,1,2012-06-29
2328079,1,2012-06-30
2328079,1,2012-07-02
2328079,1,2012-07-03
2328079,1,2012-07-04
2328254,1,2012-07-02
2328254,1,2012-07-03
2328254,1,2012-07-04
2328254,1,2012-07-05
2328254,1,2012-07-06
2328254,1,2012-07-07
2328254,1,2012-07-08
2328440,1,2012-07-12
2328440,1,2012-07-13
2328440,1,2012-07-14
2328440,1,2012-07-15
2328440,1,2012-07-17
2328440,1,2012-07-18
2328988,1,2012-10-14
2328988,1,2012-10-15
2328988,1,2012-10-16
2328988,1,2012-10-17
2328988,1,2012-10-18
2328988,1,2012-10-19
2328988,1,2012-10-20
2329142,1,2012-10-30
2329142,1,2012-10-31
2329142,1,2012-11-01
2329142,1,2012-11-02
2329142,1,2012-11-03
2329142,1,2012-11-04
2329142,1,2012-11-05
2329142,2,2012-10-30
2329142,2,2012-10-31
2329142,2,2012-11-01
2329142,2,2012-11-02
2329142,2,2012-11-03
2329142,2,2012-11-04
2329142,2,2012-11-05
2329526,1,2012-07-25
2329526,1,2012-07-26
2329526,1,2012-07-27
2329526,1,2012-07-29
2329526,1,2012-07-30
2329526,1,2012-07-31
2329948,1,2012-09-22
2329948,2,2012-09-17
2329948,2,2012-09-21
2331443,1,2012-09-04
2331443,1,2012-09-05
2331443,1,2012-09-06
2331443,1,2012-09-07
2331443,1,2012-09-08
2331443,1,2012-09-09
2332034,2,2012-11-06
2332034,2,2012-11-07
2332034,2,2012-11-08
2332034,2,2012-11-09
2332034,2,2012-11-10
2332034,2,2012-11-11
2332034,2,2012-11-12
2332725,1,2012-09-15
2332725,1,2012-09-16
2332725,1,2012-09-17
2332725,1,2012-09-18
2332725,1,2012-09-19
2332725,2,2012-09-15
2332725,2,2012-09-16
2332725,2,2012-09-18
2332725,2,2012-09-19
2332725,2,2012-09-20
2332725,2,2012-09-21
2332779,1,2012-09-02
2332779,1,2012-09-03
2332779,1,2012-09-04
2332779,1,2012-09-05
2332779,1,2012-09-06
2332779,1,2012-09-07
2332779,1,2012-09-08
2332779,2,2012-09-02
2332779,2,2012-09-03
2332779,2,2012-09-04
2332779,2,2012-09-05
2332779,2,2012-09-06
2332779,2,2012-09-07
2332779,2,2012-09-08
2332779,2,2012-09-09
2332917,1,2012-08-27
2332917,1,2012-08-28
2332917,1,2012-08-29
2332917,1,2012-08-30
2332917,1,2012-08-31
2332917,2,2012-08-27
2332917,2,2012-08-28
2332917,2,2012-08-29
2332917,2,2012-08-30
2332917,2,2012-08-31
2333858,1,2012-12-15
2333858,1,2012-12-17
2333858,1,2012-12-18
2333858,1,2012-12-19
2333858,1,2012-12-20
2333858,1,2012-12-21
2334262,1,2012-07-18
2334262,1,2012-07-19
2334262,1,2012-07-20
2334262,1,2012-07-21
2334262,1,2012-07-22
2334262,1,2012-07-23
2334262,1,2012-07-24
2334262,2,2012-07-18
2334262,2,2012-07-19
2334262,2,2012-07-20
2334262,2,2012-07-23
2334262,2,2012-07-24
2334744,1,2012-10-26
2334744,1,2012-10-29
2334744,1,2012-10-30
2334744,1,2012-10-31
2334744,2,2012-10-26
2334744,2,2012-10-27
2334744,2,2012-10-28
2334744,2,2012-10-29
2334744,2,2012-10-30
2334744,2,2012-10-31
2334744,2,2012-11-01
2334744,3,2012-10-26
2334744,3,2012-10-27
2334744,3,2012-10-28
2334744,3,2012-10-30
2334744,3,2012-10-31
2334744,3,2012-11-01
2336260,1,2012-07-17
2336260,1,2012-07-18
2336260,1,2012-07-19
2336260,1,2012-07-20
2336260,1,2012-07-21
2336260,1,2012-07-22
2336260,2,2012-07-19
2336373,2,2012-11-07
2336373,2,2012-11-08
2336373,2,2012-11-09
2336373,2,2012-11-10
2336373,2,2012-11-11
2336373,2,2012-11-12
2336373,2,2012-11-13
2336390,1,2012-09-04
2336390,1,2012-09-05
2336390,2,2012-09-05
2337676,1,2012-09-12
2337676,1,2012-09-13
2337676,1,2012-09-14
2337676,1,2012-09-16
2337676,1,2012-09-17
2337676,1,2012-09-18
2337815,3,2012-08-11
2337815,3,2012-08-12
2337815,3,2012-08-13
2337815,3,2012-08-14
2337815,3,2012-08-15
2337959,1,2012-08-27
2337959,1,2012-08-28
2337959,1,2012-08-29
2337959,1,2012-08-31
2337959,2,2012-08-27
2337959,2,2012-08-28
2337959,2,2012-08-29
2337959,2,2012-08-30
2337959,2,2012-08-31
2337959,2,2012-09-02
2337959,3,2012-08-27
2337959,3,2012-08-28
2337959,3,2012-08-29
2337959,3,2012-08-30
2337959,3,2012-08-31
2337959,3,2012-09-02
2338147,1,2012-07-09
2338147,1,2012-07-10
2338147,1,2012-07-12
2338147,1,2012-07-13
2338147,1,2012-07-14
2338147,2,2012-07-09
2338810,2,2012-09-20
2338810,2,2012-09-21
2338810,2,2012-09-22
2338810,2,2012-09-24
2338810,2,2012-09-25
2338810,3,2012-09-20
2339902,1,2013-01-17
2339902,1,2013-01-18
2339902,1,2013-01-23
2341168,1,2012-08-25
2341168,1,2012-08-26
2341168,1,2012-08-27
2341168,1,2012-08-28
2341168,1,2012-08-29
2341168,1,2012-08-30
2341168,1,2012-08-31
2342318,1,2012-07-07
2342318,1,2012-07-08
2342318,1,2012-07-09
2342318,1,2012-07-10
2342318,1,2012-07-11
2342318,1,2012-07-12
2342318,1,2012-07-13
2342318,2,2012-07-07
2342318,2,2012-07-08
2342318,2,2012-07-10
2342318,2,2012-07-11
2342318,2,2012-07-12
2342318,2,2012-07-13
2342318,3,2012-07-07
2342318,3,2012-07-09
2342957,1,2012-09-28
2342957,2,2012-09-28
2343146,1,2012-08-03
2343146,1,2012-08-04
2343146,1,2012-08-05
2343146,1,2012-08-06
2343146,1,2012-08-07
2343146,1,2012-08-08
2343146,1,2012-08-09
2343146,2,2012-08-03
2343146,2,2012-08-06
2343146,2,2012-08-07
2343146,2,2012-08-08
2343146,2,2012-08-09
2344384,1,2012-07-06
2344384,1,2012-07-07
2344384,1,2012-07-08
2344384,1,2012-07-09
2344384,1,2012-07-10
2344384,1,2012-07-11
2344384,2,2012-07-06
2344384,2,2012-07-09
2344384,2,2012-07-10
2345470,1,2012-07-10
2345470,1,2012-07-11
2345470,1,2012-07-12
2345470,1,2012-07-13
2345470,1,2012-07-15
2345470,1,2012-07-16
2345470,2,2012-07-10
2345470,2,2012-07-11
2345470,2,2012-07-12
2345470,2,2012-07-13
2345470,2,2012-07-14
2345470,2,2012-07-15
2345470,2,2012-07-16
2345822,1,2012-10-16
2345822,1,2012-10-17
2345822,1,2012-10-18
2345822,1,2012-10-19
2345822,1,2012-10-20
2345822,1,2012-10-21
2345822,1,2012-10-22
2345822,2,2012-10-16
2345822,2,2012-10-17
2345822,2,2012-10-18
2345822,2,2012-10-19
2345822,2,2012-10-20
2345822,2,2012-10-22
2347476,1,2012-07-18
2347476,1,2012-07-19
2347476,1,2012-07-20
2347476,1,2012-07-21
2347476,1,2012-07-22
2347476,1,2012-07-23
2347476,1,2012-07-24
2347476,2,2012-07-18
2347476,2,2012-07-19
2347476,2,2012-07-20
2347476,2,2012-07-21
2347476,2,2012-07-22
2347476,2,2012-07-23
2347476,2,2012-07-24
2347526,1,2012-11-06
2347526,1,2012-11-07
2347526,1,2012-11-10
2347526,1,2012-11-11
2347526,1,2012-11-12
2347573,1,2012-07-11
2347573,1,2012-07-12
2347573,1,2012-07-13
2347573,1,2012-07-14
2347573,1,2012-07-16
2347573,1,2012-07-17
2347573,2,2012-07-11
2347573,2,2012-07-12
2347573,2,2012-07-13
2347573,2,2012-07-14
2347573,2,2012-07-15
2347573,2,2012-07-16
2347573,2,2012-07-17
2347770,1,2012-08-30
2347770,1,2012-08-31
2347770,1,2012-09-01
2347770,1,2012-09-03
2347770,2,2012-09-02
2349312,1,2012-12-14
2349312,1,2012-12-15
2349312,1,2012-12-16
2349312,1,2012-12-17
2349312,1,2012-12-18
2349312,1,2012-12-19
2349312,1,2012-12-20
2349312,2,2012-12-14
2349312,2,2012-12-17
2349312,2,2012-12-20
2349649,1,2012-09-01
2349649,1,2012-09-02
2349649,1,2012-09-03
2349649,1,2012-09-04
2349649,1,2012-09-05
2349649,1,2012-09-06
2349649,1,2012-09-07
2349649,2,2012-09-05
2349649,2,2012-09-06
2349781,1,2012-09-26
2349781,1,2012-09-27
2349781,1,2012-09-28
2349781,1,2012-09-29
2349781,1,2012-09-30
2349781,1,2012-10-02
2349781,2,2012-09-26
2349781,2,2012-09-27
2349781,2,2012-09-28
2349781,2,2012-09-29
2349781,2,2012-10-01
2349781,2,2012-10-02
2350567,1,2012-08-19
2350567,1,2012-08-20
2350567,1,2012-08-21
2350567,1,2012-08-22
2350567,1,2012-08-23
2350567,1,2012-08-24
2350567,1,2012-08-25
2350567,3,2012-08-19
2350567,3,2012-08-20
2350567,3,2012-08-21
2350567,3,2012-08-22
2350567,3,2012-08-23
2350567,3,2012-08-24
2350791,1,2012-12-26
2350791,1,2012-12-27
2350791,1,2012-12-28
2350791,1,2012-12-29
2350791,1,2012-12-30
2350791,1,2012-12-31
2350791,1,2013-01-01
2350791,2,2012-12-27
2350791,2,2012-12-28
2350791,2,2012-12-29
2350791,2,2012-12-30
2350791,2,2012-12-31
2350791,2,2013-01-01
2351673,1,2012-08-10
2351673,1,2012-08-11
2351673,1,2012-08-12
2351673,1,2012-08-13
2351673,1,2012-08-14
2351673,1,2012-08-15
2351673,1,2012-08-16
2351941,1,2012-10-03
2351941,1,2012-10-04
2351941,1,2012-10-05
2351941,1,2012-10-06
2351941,1,2012-10-08
2351941,1,2012-10-09
2351941,2,2012-10-03
2351941,2,2012-10-04
2351941,2,2012-10-05
2351941,2,2012-10-06
2351941,2,2012-10-07
2351941,2,2012-10-08
2351941,2,2012-10-09
2352441,1,2012-10-03
2352441,1,2012-10-04
2352441,1,2012-10-05
2352441,1,2012-10-06
2352441,1,2012-10-07
2352441,1,2012-10-08
2352441,1,2012-10-09
2352441,2,2012-10-03
2352441,2,2012-10-04
2352441,2,2012-10-05
2352441,2,2012-10-06
2352441,2,2012-10-07
2352441,2,2012-10-08
2352441,2,2012-10-09
2352460,1,2012-09-29
2352460,1,2012-09-30
2352460,1,2012-10-01
2352460,1,2012-10-02
2352460,1,2012-10-03
2352460,1,2012-10-04
2352460,1,2012-10-05
2352830,1,2012-09-23
2352830,1,2012-09-24
2352830,1,2012-09-25
2352830,1,2012-09-26
2352830,1,2012-09-28
2352830,1,2012-09-29
2352830,2,2012-09-23
2352830,2,2012-09-24
2352830,2,2012-09-29
2353102,1,2012-10-28
2353102,1,2012-10-29
2353102,1,2012-10-30
2353102,2,2012-10-28
2353102,2,2012-10-29
2353102,2,2012-10-30
2353102,2,2012-10-31
2353102,2,2012-11-01
2353102,3,2012-10-28
2353102,3,2012-10-29
2353102,3,2012-10-31
2353102,3,2012-11-02
2354512,1,2012-09-12
2354512,1,2012-09-14
2354512,1,2012-09-15
2354512,2,2012-09-11
2354512,2,2012-09-13
2354512,2,2012-09-14
2354512,2,2012-09-16
2354512,2,2012-09-17
2354538,1,2012-10-31
2354538,1,2012-11-01
2354538,1,2012-11-02
2354538,1,2012-11-03
2354538,1,2012-11-04
2354538,1,2012-11-05
2354538,1,2012-11-06
2354538,2,2012-10-31
2354538,2,2012-11-01
2354538,2,2012-11-02
2354538,2,2012-11-05
2354538,2,2012-11-06
2354856,1,2012-07-08
2354856,1,2012-07-09
2354856,1,2012-07-10
2354856,1,2012-07-11
2354856,1,2012-07-12
2354856,2,2012-07-10
2354856,2,2012-07-11
2355100,1,2012-07-25
2355100,1,2012-07-26
2355100,1,2012-07-27
2355100,1,2012-07-28
2355100,1,2012-07-29
2355100,1,2012-07-30
2355100,1,2012-07-31
2355100,2,2012-07-25
2355100,2,2012-07-26
2355100,2,2012-07-27
2355100,2,2012-07-28
2355100,2,2012-07-29
2355100,2,2012-07-30
2355100,2,2012-07-31
2355366,3,2012-12-11
2355366,3,2012-12-12
2355366,3,2012-12-13
2355366,3,2012-12-14
2355366,3,2012-12-15
2355366,3,2012-12-16
2355366,3,2012-12-17
2355421,1,2013-01-29
2355421,1,2013-01-30
2355421,1,2013-01-31
2355421,1,2013-02-01
2355421,1,2013-02-02
2355421,1,2013-02-03
2355421,1,2013-02-04
2355598,1,2012-07-07
2355598,1,2012-07-08
2355598,1,2012-07-09
2355598,1,2012-07-10
2355598,1,2012-07-11
2355598,1,2012-07-12
2355598,1,2012-07-13
2355598,2,2012-07-07
2355598,2,2012-07-08
2355598,2,2012-07-09
2355598,2,2012-07-10
2355598,2,2012-07-11
2355598,2,2012-07-12
2356132,1,2012-07-13
2356132,2,2012-07-13
2356132,2,2012-07-14
2356132,2,2012-07-15
2356596,1,2012-09-18
2356596,1,2012-09-19
2356596,1,2012-09-20
2356596,1,2012-09-21
2356596,1,2012-09-22
2356596,1,2012-09-23
2356596,1,2012-09-24
2357075,1,2012-10-28
2357075,1,2012-10-30
2357075,1,2012-10-31
2357075,1,2012-11-02
2357075,1,2012-11-03
2357075,2,2012-10-28
2357075,2,2012-10-29
2357075,2,2012-10-30
2357075,2,2012-10-31
2357075,2,2012-11-01
2357075,2,2012-11-02
2357075,2,2012-11-03
2357169,1,2012-09-04
2357169,1,2012-09-05
2357169,1,2012-09-06
2357169,1,2012-09-07
2357169,1,2012-09-09
2357169,1,2012-09-10
2357169,2,2012-09-04
2357169,2,2012-09-05
2357169,2,2012-09-06
2357169,2,2012-09-07
2357169,2,2012-09-10
2358372,1,2012-12-22
2358372,1,2012-12-23
2358372,1,2012-12-24
2358372,1,2012-12-25
2358372,1,2012-12-26
2358372,1,2012-12-27
2358372,1,2012-12-28
2360035,1,2012-07-23
2360035,1,2012-07-24
2360035,1,2012-07-25
2360035,1,2012-07-26
2360035,1,2012-07-27
2360035,2,2012-07-23
2360035,2,2012-07-24
2360035,2,2012-07-25
2360035,2,2012-07-26
2360035,2,2012-07-27
2360035,2,2012-07-28
2360035,2,2012-07-29
2360537,1,2012-07-10
2360537,1,2012-07-11
2360537,1,2012-07-12
2360537,1,2012-07-13
2360537,1,2012-07-14
2360537,1,2012-07-15
2360537,1,2012-07-16
2360537,2,2012-07-10
2360537,2,2012-07-11
2360537,2,2012-07-12
2360537,2,2012-07-13
2360537,2,2012-07-14
2360537,2,2012-07-15
2360537,2,2012-07-16
2360537,3,2012-07-10
2360537,3,2012-07-11
2360537,3,2012-07-12
2360537,3,2012-07-13
2360537,3,2012-07-14
2360537,3,2012-07-15
2360537,3,2012-07-16
2360901,1,2012-08-05
2360901,1,2012-08-08
2360901,2,2012-08-04
2360901,2,2012-08-05
2360901,2,2012-08-06
2360901,2,2012-08-07
2360901,2,2012-08-08
2360901,2,2012-08-09
2360901,2,2012-08-10
2360901,3,2012-08-04
2360901,3,2012-08-10
2362468,1,2012-07-09
2362468,1,2012-07-10
2362468,1,2012-07-11
2362468,1,2012-07-12
2362468,1,2012-07-13
2362468,1,2012-07-14
2362468,1,2012-07-15
2362468,2,2012-07-10
2362468,2,2012-07-11
2362468,2,2012-07-12
2362468,3,2012-07-09
2362468,3,2012-07-10
2362468,3,2012-07-11
2362468,3,2012-07-12
2362468,3,2012-07-13
2363249,1,2012-10-30
2363249,1,2012-10-31
2363249,1,2012-11-01
2363249,1,2012-11-03
2363249,2,2012-10-29
2363249,2,2012-10-30
2363548,1,2012-11-13
2363548,1,2012-11-14
2363548,1,2012-11-15
2363548,1,2012-11-16
2363548,2,2012-11-11
2363548,3,2012-11-11
2363548,3,2012-11-12
2363548,3,2012-11-15
2363548,3,2012-11-16
2364473,1,2012-11-10
2364473,1,2012-11-12
2364473,1,2012-11-13
2364473,2,2012-11-10
2364473,2,2012-11-11
2364473,2,2012-11-12
2364473,2,2012-11-14
2364473,2,2012-11-15
2364473,2,2012-11-16
2364520,1,2013-01-20
2364520,1,2013-01-21
2364520,1,2013-01-22
2364520,1,2013-01-23
2364520,1,2013-01-24
2364520,1,2013-01-25
2364520,1,2013-01-26
2364520,2,2013-01-21
2364520,2,2013-01-22
2364520,2,2013-01-23
2364520,2,2013-01-24
2364520,2,2013-01-25
2364789,2,2012-07-14
2364789,2,2012-07-16
2364789,2,2012-07-17
2364789,2,2012-07-18
2364789,2,2012-07-19
2365976,1,2012-12-09
2365976,1,2012-12-10
2365976,1,2012-12-11
2365976,1,2012-12-12
2365976,1,2012-12-13
2365976,1,2012-12-14
2366906,3,2012-08-20
2366906,3,2012-08-22
2366906,3,2012-08-23
2366906,3,2012-08-25
2366906,3,2012-08-26
2368231,1,2012-10-01
2368231,1,2012-10-02
2368231,1,2012-10-03
2368231,1,2012-10-04
2368231,1,2012-10-05
2368231,1,2012-10-07
2368231,2,2012-10-01
2368231,2,2012-10-02
2368231,2,2012-10-03
2368231,2,2012-10-04
2368231,2,2012-10-05
2368231,2,2012-10-06
2368565,1,2012-12-18
2368565,1,2012-12-19
2368565,1,2012-12-20
2368565,1,2012-12-21
2368565,1,2012-12-22
2368565,1,2012-12-23
2368565,1,2012-12-24
2368565,2,2012-12-18
2368565,2,2012-12-19
2368565,2,2012-12-21
2368565,2,2012-12-22
2368565,2,2012-12-23
2368565,2,2012-12-24
2368582,1,2012-12-28
2368582,1,2012-12-29
2368582,1,2012-12-30
2368582,1,2012-12-31
2368582,1,2013-01-01
2368582,1,2013-01-02
2368582,1,2013-01-03
2368582,2,2012-12-28
2369107,1,2012-07-02
2369107,1,2012-07-03
2369107,1,2012-07-04
2369107,1,2012-07-05
2369107,1,2012-07-06
2369107,1,2012-07-07
2369107,2,2012-07-01
2369107,2,2012-07-03
2369107,2,2012-07-06
2370506,1,2012-07-09
2370506,1,2012-07-10
2370506,1,2012-07-13
2370506,1,2012-07-14
2370506,1,2012-07-15
2370506,2,2012-07-09
2370506,2,2012-07-10
2370506,2,2012-07-11
2370506,2,2012-07-12
2370506,2,2012-07-13
2370506,2,2012-07-14
2370506,2,2012-07-15
2371922,1,2012-12-15
